AllDates,PRC,Pseudo-PRC
2004-05-14,45.72,46.1
2004-05-17,45.36,45.74
2004-05-18,46,46.38
2004-05-19,45.96,46.34
2004-05-20,46.51,46.9
2004-05-21,46.73,47.12
2004-05-24,46.65,47.04
2004-05-25,47.46,47.85
2004-05-26,47.42,48.22
2004-05-27,47.16,47.95
2004-05-28,47.21,48
2004-06-01,47.2,47.99
2004-06-02,47.51,48.31
2004-06-03,47.06,47.85
2004-06-04,47.29,48.09
2004-06-07,47.6,48.4
2004-06-08,47.66,48.46
2004-06-09,47.44,48.24
2004-06-10,47.65,48.45
2004-06-14,46.95,47.74
2004-06-15,47.26,48.06
2004-06-16,46.84,47.63
2004-06-17,46.92,47.71
2004-06-18,47,47.79
2004-06-21,45.02,45.78
2004-06-22,44.91,45.67
2004-06-23,45.44,46.2
2004-06-24,45.41,46.17
2004-06-25,45,45.76
2004-06-28,44.95,45.71
2004-06-29,44.45,45.2
2004-06-30,44.5,45.25
2004-07-01,44.04,44.78
2004-07-02,44.14,44.88
2004-07-06,44.11,44.85
2004-07-07,44.4,45.15
2004-07-08,43.95,44.69
2004-07-09,44.03,44.77
2004-07-12,44.36,45.11
2004-07-13,44.8,45.55
2004-07-14,44.69,45.44
2004-07-15,44.37,45.12
2004-07-16,44.47,45.22
2004-07-19,44.85,45.6
2004-07-20,44.95,45.71
2004-07-21,44.88,45.64
2004-07-22,44.77,45.52
2004-07-23,44.66,45.41
2004-07-26,44.4,45.15
2004-07-27,44.54,45.29
2004-07-28,44.41,45.16
2004-07-29,44.67,45.42
2004-07-30,44.31,45.06
2004-08-02,44.54,45.29
2004-08-03,44.2,44.94
2004-08-04,44.65,45.4
2004-08-05,43.82,44.56
2004-08-06,43.61,44.34
2004-08-09,43.56,44.29
2004-08-10,44.02,44.76
2004-08-11,44.46,45.21
2004-08-12,44.47,45.22
2004-08-13,44.42,45.17
2004-08-16,44.97,45.73
2004-08-17,44.98,45.74
2004-08-18,45.5,46.27
2004-08-19,45.54,46.31
2004-08-20,45.9,46.67
2004-08-23,46.24,47.02
2004-08-24,46.9,47.69
2004-08-25,46.76,47.55
2004-08-26,46.88,47.67
2004-08-27,46.57,47.76
2004-08-30,46.5,47.69
2004-08-31,46.91,48.11
2004-09-01,46.95,48.15
2004-09-02,47.23,48.44
2004-09-03,47.29,48.5
2004-09-07,47.45,48.66
2004-09-08,47.1,48.3
2004-09-09,47.1,48.3
2004-09-10,47.22,48.43
2004-09-13,47.14,48.34
2004-09-14,47.5,48.71
2004-09-15,47.22,48.43
2004-09-16,47.37,48.58
2004-09-17,47.44,48.65
2004-09-20,46.85,48.05
2004-09-21,47.23,48.44
2004-09-22,46.53,47.72
2004-09-23,45.8,46.97
2004-09-24,46.3,47.48
2004-09-27,46.34,47.52
2004-09-28,47.12,48.32
2004-09-29,46.96,48.16
2004-09-30,46.95,48.15
2004-10-01,47.82,49.04
2004-10-04,47.83,49.05
2004-10-05,47.7,48.92
2004-10-06,48.24,49.47
2004-10-07,47.91,49.13
2004-10-08,48.32,49.55
2004-10-11,48.65,49.89
2004-10-12,48.35,49.59
2004-10-13,47.96,49.19
2004-10-14,47.29,48.5
2004-10-15,48.45,49.69
2004-10-18,48.46,49.7
2004-10-19,48.18,49.41
2004-10-20,48.1,49.33
2004-10-21,47.64,48.86
2004-10-22,46.84,48.04
2004-10-25,46.94,48.14
2004-10-26,48.05,49.28
2004-10-27,48.58,49.82
2004-10-28,48.78,50.03
2004-10-29,49.21,50.47
2004-11-01,49.48,50.74
2004-11-02,49.31,50.57
2004-11-03,50.35,51.64
2004-11-04,51.61,52.93
2004-11-05,51.07,52.38
2004-11-08,51.27,52.58
2004-11-09,51.58,52.9
2004-11-10,51.72,53.04
2004-11-11,52.11,53.44
2004-11-12,52.85,54.2
2004-11-15,52.74,54.09
2004-11-16,52.25,53.59
2004-11-17,52.69,54.04
2004-11-18,52.68,54.03
2004-11-19,52.23,53.56
2004-11-22,52.79,54.14
2004-11-23,52.75,54.1
2004-11-24,52.88,54.23
2004-11-26,52.68,54.5
2004-11-29,52.3,54.1
2004-11-30,51.75,53.54
2004-12-01,52.78,54.6
2004-12-02,52.76,54.58
2004-12-03,52.39,54.2
2004-12-06,52.82,54.64
2004-12-07,52.16,53.96
2004-12-08,52.97,54.8
2004-12-09,53.24,55.08
2004-12-10,53.38,55.22
2004-12-13,54.11,55.98
2004-12-14,54.52,56.4
2004-12-15,54.31,56.18
2004-12-16,53.1,54.93
2004-12-17,52,53.79
2004-12-20,52.15,53.95
2004-12-21,52.76,54.58
2004-12-22,52.75,54.57
2004-12-23,52.74,54.56
2004-12-27,52.81,54.63
2004-12-28,53.11,54.94
2004-12-29,52.72,54.54
2004-12-30,52.65,54.47
2004-12-31,52.6,54.42
2005-01-03,52.19,53.99
2005-01-04,51.65,53.43
2005-01-05,52.21,54.01
2005-01-06,52.17,53.97
2005-01-07,51.98,53.77
2005-01-10,52.34,54.15
2005-01-11,52.49,54.3
2005-01-12,51.99,53.78
2005-01-13,51.37,53.14
2005-01-14,51.53,53.31
2005-01-18,52.98,54.81
2005-01-19,53.02,54.85
2005-01-20,53.18,55.02
2005-01-21,53.22,55.06
2005-01-24,53.12,54.95
2005-01-25,53.67,55.52
2005-01-26,53.83,55.69
2005-01-27,53.76,55.62
2005-01-28,53.94,55.8
2005-01-31,54.85,56.74
2005-02-01,55.36,57.27
2005-02-02,55.56,57.48
2005-02-03,55,56.9
2005-02-04,55.81,57.74
2005-02-07,55.9,57.83
2005-02-08,55.63,57.55
2005-02-09,55.21,57.12
2005-02-10,55.41,57.32
2005-02-11,56.01,57.94
2005-02-14,55.09,56.99
2005-02-15,54.91,56.8
2005-02-16,54.54,56.42
2005-02-17,54.02,55.88
2005-02-18,52.95,54.78
2005-02-22,51.87,53.66
2005-02-23,53.16,54.99
2005-02-24,52.47,54.76
2005-02-25,53.51,55.84
2005-02-28,53.01,55.32
2005-03-01,53.61,55.95
2005-03-02,52.93,55.24
2005-03-03,52.58,54.87
2005-03-04,53.49,55.82
2005-03-07,53.49,55.82
2005-03-08,53.11,55.42
2005-03-09,52.04,54.31
2005-03-10,52.4,54.68
2005-03-11,52.32,54.6
2005-03-14,52.84,55.14
2005-03-15,52.21,54.49
2005-03-16,51.56,53.81
2005-03-17,51.55,53.8
2005-03-18,51.13,53.36
2005-03-21,51.01,53.23
2005-03-22,49.91,52.09
2005-03-23,50.1,52.28
2005-03-24,50.26,52.45
2005-03-28,50.25,52.44
2005-03-29,49.96,52.14
2005-03-30,50.8,53.01
2005-03-31,50.91,53.13
2005-04-01,50.34,52.53
2005-04-04,50.64,52.85
2005-04-05,50.72,52.93
2005-04-06,51.3,53.54
2005-04-07,51.17,53.4
2005-04-08,50.66,52.87
2005-04-11,50.93,53.15
2005-04-12,51.33,53.57
2005-04-13,50.94,53.16
2005-04-14,50.11,52.29
2005-04-15,49.52,51.68
2005-04-18,50.38,52.58
2005-04-19,50.27,52.46
2005-04-20,49.55,51.71
2005-04-21,50.35,52.54
2005-04-22,50.58,52.78
2005-04-25,50.9,53.12
2005-04-26,50.26,52.45
2005-04-27,51.03,53.25
2005-04-28,50.7,52.91
2005-04-29,51.18,53.41
2005-05-02,51.3,53.54
2005-05-03,51.41,53.65
2005-05-04,52.28,54.56
2005-05-05,51.96,54.22
2005-05-06,51.31,53.55
2005-05-09,52.17,54.44
2005-05-10,51.43,53.67
2005-05-11,51.96,54.22
2005-05-12,51.38,53.62
2005-05-13,50.95,53.17
2005-05-16,51.63,53.88
2005-05-17,51.7,53.95
2005-05-18,52.83,55.13
2005-05-19,53.07,55.38
2005-05-20,52.42,54.7
2005-05-23,52.26,54.54
2005-05-24,52.15,54.42
2005-05-25,51.89,54.15
2005-05-26,51.92,54.66
2005-05-27,51.04,53.74
2005-05-31,50.75,53.43
2005-06-01,51.35,54.06
2005-06-02,51.25,53.96
2005-06-03,50.69,53.37
2005-06-06,50.65,53.33
2005-06-07,50.21,52.86
2005-06-08,50.35,53.01
2005-06-09,50.32,52.98
2005-06-10,50.15,52.8
2005-06-13,50.27,52.93
2005-06-14,50,52.64
2005-06-15,50.5,53.17
2005-06-16,50.61,53.28
2005-06-17,50.61,53.28
2005-06-20,50.79,53.47
2005-06-21,50.83,53.52
2005-06-22,50.9,53.59
2005-06-23,49.96,52.6
2005-06-24,49.9,52.54
2005-06-27,49.73,52.36
2005-06-28,50.4,53.06
2005-06-29,50.91,53.6
2005-06-30,49.6,52.22
2005-07-01,49.17,51.77
2005-07-05,50.05,52.69
2005-07-06,49.21,51.81
2005-07-07,49.02,51.61
2005-07-08,50.34,53
2005-07-11,50.5,53.17
2005-07-12,51,53.69
2005-07-13,51,53.69
2005-07-14,51.34,54.05
2005-07-15,51.28,53.99
2005-07-18,51,53.69
2005-07-19,49.73,52.36
2005-07-20,50.38,53.04
2005-07-21,50.06,52.7
2005-07-22,50.52,53.19
2005-07-25,50.37,53.03
2005-07-26,50.4,53.06
2005-07-27,50.69,53.37
2005-07-28,50.94,53.63
2005-07-29,50.38,53.04
2005-08-01,50.52,53.19
2005-08-02,50.88,53.57
2005-08-03,51.16,53.86
2005-08-04,50.97,53.66
2005-08-05,49.44,52.05
2005-08-08,49.32,51.93
2005-08-09,49.95,52.59
2005-08-10,49.99,52.63
2005-08-11,49.6,52.22
2005-08-12,49.89,52.53
2005-08-15,50.19,52.84
2005-08-16,50.33,52.99
2005-08-17,50.64,53.32
2005-08-18,50.96,53.65
2005-08-19,50.9,53.59
2005-08-22,51.04,53.74
2005-08-23,50.78,53.46
2005-08-24,50.24,52.89
2005-08-25,50.01,52.65
2005-08-26,49.55,52.17
2005-08-29,49.59,52.75
2005-08-30,49.18,52.31
2005-08-31,49.62,52.78
2005-09-01,49.88,53.06
2005-09-02,49.59,52.75
2005-09-06,50.25,53.45
2005-09-07,50.68,53.91
2005-09-08,50.1,53.29
2005-09-09,50.38,53.59
2005-09-12,49.57,52.73
2005-09-13,49,52.12
2005-09-14,48.81,51.92
2005-09-15,48.91,52.02
2005-09-16,49.71,52.87
2005-09-19,48.95,52.07
2005-09-20,48.43,51.51
2005-09-21,47.78,50.82
2005-09-22,48.02,51.08
2005-09-23,47.72,50.76
2005-09-26,47.45,50.47
2005-09-27,47.53,50.56
2005-09-28,47.23,50.24
2005-09-29,47.84,50.89
2005-09-30,47.59,50.62
2005-10-03,47.46,50.48
2005-10-04,46.67,49.64
2005-10-05,46.49,49.45
2005-10-06,46.86,49.84
2005-10-07,47.23,50.24
2005-10-10,46.92,49.91
2005-10-11,46.62,49.59
2005-10-12,46.68,49.65
2005-10-13,47.26,50.27
2005-10-14,47.85,50.9
2005-10-17,48.12,51.18
2005-10-18,47.62,50.65
2005-10-19,49.14,52.27
2005-10-20,48.65,51.75
2005-10-21,49.06,52.18
2005-10-24,49.69,52.85
2005-10-25,49.15,52.28
2005-10-26,48.96,52.08
2005-10-27,48.9,52.01
2005-10-28,50.09,53.28
2005-10-31,50.52,53.74
2005-11-01,50.2,53.4
2005-11-02,50.71,53.94
2005-11-03,50.3,53.5
2005-11-04,50.71,53.94
2005-11-07,51.33,54.6
2005-11-08,51.19,54.45
2005-11-09,51.75,55.04
2005-11-10,53.03,56.41
2005-11-11,53.16,56.54
2005-11-14,52.81,56.17
2005-11-15,51.98,55.29
2005-11-16,51.58,54.86
2005-11-17,52.47,55.81
2005-11-18,52.84,56.2
2005-11-21,53.06,56.44
2005-11-22,54.04,57.48
2005-11-23,55.13,58.64
2005-11-25,55.08,58.59
2005-11-28,54.65,58.67
2005-11-29,54.43,58.44
2005-11-30,53.4,57.33
2005-12-01,53.58,57.52
2005-12-02,53.46,57.39
2005-12-05,53.64,57.59
2005-12-06,53.32,57.24
2005-12-07,52.72,56.6
2005-12-08,52.51,56.37
2005-12-09,52.78,56.66
2005-12-12,52.59,56.46
2005-12-13,53.36,57.29
2005-12-14,53.7,57.65
2005-12-15,53.76,57.72
2005-12-16,53.9,57.87
2005-12-19,53.43,57.36
2005-12-20,53.42,57.35
2005-12-21,53.64,57.59
2005-12-22,53.8,57.76
2005-12-23,53.9,57.87
2005-12-27,53.47,57.4
2005-12-28,53.28,57.2
2005-12-29,52.97,56.87
2005-12-30,52.86,56.75
2006-01-03,54.11,58.09
2006-01-04,54.08,58.06
2006-01-05,53.72,57.67
2006-01-06,54.15,58.13
2006-01-09,53.96,57.93
2006-01-10,53.66,57.61
2006-01-11,53.48,57.42
2006-01-12,53.56,57.5
2006-01-13,53.86,57.82
2006-01-17,53.42,57.35
2006-01-18,53.62,57.57
2006-01-19,52.81,56.7
2006-01-20,51.09,54.85
2006-01-23,51.47,55.26
2006-01-24,52,55.83
2006-01-25,52.53,56.4
2006-01-26,53.89,57.86
2006-01-27,54.4,58.4
2006-01-30,54.8,58.83
2006-01-31,54.83,58.86
2006-02-01,54.95,58.99
2006-02-02,54.28,58.27
2006-02-03,53.84,57.8
2006-02-06,54.06,58.04
2006-02-07,53.89,57.86
2006-02-08,54.34,58.34
2006-02-09,54.62,58.64
2006-02-10,54.88,58.92
2006-02-13,54.44,58.45
2006-02-14,55.69,59.79
2006-02-15,55.83,59.94
2006-02-16,56.21,60.35
2006-02-17,56.27,60.41
2006-02-21,56.3,60.44
2006-02-22,57.34,61.56
2006-02-23,56.85,61.03
2006-02-24,57.69,61.93
2006-02-27,57,61.74
2006-02-28,56.07,60.73
2006-03-01,56.06,60.72
2006-03-02,55.72,60.36
2006-03-03,55.19,59.78
2006-03-06,54.67,59.22
2006-03-07,55.49,60.11
2006-03-08,55.23,59.82
2006-03-09,55.25,59.85
2006-03-10,55.35,59.95
2006-03-13,55.71,60.34
2006-03-14,56.51,61.21
2006-03-15,57,61.74
2006-03-16,57.37,62.14
2006-03-17,57.33,62.1
2006-03-20,57.15,61.9
2006-03-21,56.89,61.62
2006-03-22,56.94,61.68
2006-03-23,56.51,61.21
2006-03-24,56.41,61.1
2006-03-27,56.7,61.42
2006-03-28,56.23,60.91
2006-03-29,56.41,61.1
2006-03-30,55.84,60.48
2006-03-31,56.05,60.71
2006-04-03,55.98,60.64
2006-04-04,56.55,61.25
2006-04-05,56.87,61.6
2006-04-06,56.65,61.36
2006-04-07,56.14,60.81
2006-04-10,56.24,60.92
2006-04-11,55.97,60.63
2006-04-12,55.82,60.46
2006-04-13,55.85,60.5
2006-04-17,55.05,59.63
2006-04-18,56.18,60.85
2006-04-19,56.32,61
2006-04-20,56.77,61.49
2006-04-21,56.65,61.36
2006-04-24,56.3,60.98
2006-04-25,56.05,60.71
2006-04-26,56.65,61.36
2006-04-27,57.96,62.78
2006-04-28,59.85,64.83
2006-05-01,59,63.91
2006-05-02,59.08,63.99
2006-05-03,58.53,63.4
2006-05-04,58.38,63.24
2006-05-05,59.39,64.33
2006-05-08,55.42,60.03
2006-05-09,54.61,59.15
2006-05-10,55.08,59.66
2006-05-11,54.94,59.51
2006-05-12,54.67,59.22
2006-05-15,54.71,59.26
2006-05-16,54.6,59.14
2006-05-17,54.01,58.5
2006-05-18,53.16,57.58
2006-05-19,53.14,57.56
2006-05-22,53.71,58.18
2006-05-23,52.95,57.35
2006-05-24,53.03,57.44
2006-05-25,53.26,57.69
2006-05-26,53.27,58.25
2006-05-30,52.91,57.86
2006-05-31,53.5,58.51
2006-06-01,54.62,59.73
2006-06-02,55.15,60.31
2006-06-05,54.57,59.68
2006-06-06,54.47,59.57
2006-06-07,54.44,59.53
2006-06-08,54.78,59.9
2006-06-09,54.3,59.38
2006-06-12,53.9,58.94
2006-06-13,53.04,58
2006-06-14,52.03,56.9
2006-06-15,52.87,57.82
2006-06-16,52.76,57.7
2006-06-19,52.63,57.55
2006-06-20,53.01,57.97
2006-06-21,53.09,58.06
2006-06-22,53,57.96
2006-06-23,52.27,57.16
2006-06-26,52.78,57.72
2006-06-27,52.84,57.78
2006-06-28,53.55,58.56
2006-06-29,54.34,59.42
2006-06-30,54.08,59.14
2006-07-03,54.24,59.31
2006-07-05,53.41,58.41
2006-07-06,53.93,58.98
2006-07-07,53.9,58.94
2006-07-10,54.08,59.14
2006-07-11,54.47,59.57
2006-07-12,53.77,58.8
2006-07-13,52.9,57.85
2006-07-14,52.93,57.88
2006-07-17,53.01,57.97
2006-07-18,53.22,58.2
2006-07-19,54.93,60.07
2006-07-20,54.24,59.31
2006-07-21,53.84,58.88
2006-07-24,53.88,58.92
2006-07-25,53.44,58.44
2006-07-26,53.14,58.11
2006-07-27,52.4,57.3
2006-07-28,53.77,58.8
2006-07-31,53.63,58.65
2006-08-01,54.26,59.34
2006-08-02,54.25,59.33
2006-08-03,54.79,59.92
2006-08-04,55.59,60.79
2006-08-07,55.48,60.67
2006-08-08,54.61,59.72
2006-08-09,54.03,59.08
2006-08-10,53.85,58.89
2006-08-11,53.62,58.64
2006-08-14,54.16,59.23
2006-08-15,55.18,60.34
2006-08-16,55.49,60.68
2006-08-17,55.61,60.81
2006-08-18,55.71,60.92
2006-08-21,55.2,60.36
2006-08-22,55.67,60.88
2006-08-23,55.75,60.97
2006-08-24,56.67,61.97
2006-08-25,56.2,61.46
2006-08-28,56.43,61.71
2006-08-29,55.23,61.01
2006-08-30,55.26,61.04
2006-08-31,54.63,60.35
2006-09-01,54.97,60.72
2006-09-05,55.11,60.88
2006-09-06,55.23,61.01
2006-09-07,54.41,60.1
2006-09-08,54.34,60.03
2006-09-11,53.46,59.05
2006-09-12,54.2,59.87
2006-09-13,54.34,60.03
2006-09-14,54.58,60.29
2006-09-15,55.11,60.88
2006-09-18,54.83,60.57
2006-09-19,55.2,60.98
2006-09-20,55.38,61.18
2006-09-21,55.1,60.87
2006-09-22,55.08,60.84
2006-09-25,55.5,61.31
2006-09-26,55.5,61.31
2006-09-27,54.91,60.66
2006-09-28,55.64,61.46
2006-09-29,55.8,61.64
2006-10-02,55.78,61.62
2006-10-03,56.12,61.99
2006-10-04,56.72,62.66
2006-10-05,56.59,62.51
2006-10-06,56.26,62.15
2006-10-09,56.16,62.04
2006-10-10,55.83,61.67
2006-10-11,56.02,61.88
2006-10-12,56.5,62.41
2006-10-13,56.47,62.38
2006-10-16,55.25,61.03
2006-10-17,55.14,60.91
2006-10-18,55.54,61.35
2006-10-19,55.14,60.91
2006-10-20,55.11,60.88
2006-10-23,55.9,61.75
2006-10-24,55.96,61.82
2006-10-25,56,61.86
2006-10-26,55.62,61.44
2006-10-27,55.25,61.03
2006-10-30,55.64,61.46
2006-10-31,55.5,61.31
2006-11-01,55.11,60.88
2006-11-02,54.39,60.08
2006-11-03,54.3,59.98
2006-11-06,55.08,60.84
2006-11-07,55.67,61.5
2006-11-08,55.76,61.59
2006-11-09,55.18,60.95
2006-11-10,55.62,61.44
2006-11-13,55.49,61.3
2006-11-14,55.73,61.56
2006-11-15,55.15,60.92
2006-11-16,55.01,60.77
2006-11-17,55.01,60.77
2006-11-20,54.96,60.71
2006-11-21,54.41,60.1
2006-11-22,54.79,60.52
2006-11-24,54.3,59.98
2006-11-27,53.87,59.51
2006-11-28,53.37,59.57
2006-11-29,54,60.28
2006-11-30,54.19,60.49
2006-12-01,54.1,60.39
2006-12-04,54.83,61.2
2006-12-05,55.05,61.45
2006-12-06,55.5,61.95
2006-12-07,55.64,62.11
2006-12-08,55.85,62.34
2006-12-11,56.28,62.82
2006-12-12,56.36,62.91
2006-12-13,56.34,62.89
2006-12-14,56.66,63.25
2006-12-15,57.02,63.65
2006-12-18,57.3,63.96
2006-12-19,57.49,64.17
2006-12-20,57.18,63.83
2006-12-21,57.1,63.74
2006-12-22,57.03,63.66
2006-12-26,57.23,63.88
2006-12-27,57.46,64.14
2006-12-28,57.41,64.08
2006-12-29,56.95,63.57
2007-01-03,56.81,63.41
2007-01-04,57.27,63.93
2007-01-05,56.48,63.04
2007-01-08,56.58,63.16
2007-01-09,56.51,63.08
2007-01-10,56.62,63.2
2007-01-11,56.58,63.16
2007-01-12,56.91,63.53
2007-01-16,56.67,63.26
2007-01-17,56.56,63.13
2007-01-18,56.7,63.29
2007-01-19,56.31,62.86
2007-01-22,56.27,62.81
2007-01-23,56.65,63.23
2007-01-24,56.49,63.06
2007-01-25,55.76,62.24
2007-01-26,56.26,62.8
2007-01-29,56.03,62.54
2007-01-30,56.01,62.52
2007-01-31,56.5,63.07
2007-02-01,56.54,63.11
2007-02-02,56.5,63.07
2007-02-05,57.06,63.69
2007-02-06,57.29,63.95
2007-02-07,57.4,64.07
2007-02-08,57.23,63.88
2007-02-09,57.12,63.76
2007-02-12,57.48,64.16
2007-02-13,57.72,64.43
2007-02-14,57.9,64.63
2007-02-15,57.89,64.62
2007-02-16,58.24,65.01
2007-02-20,58.36,65.14
2007-02-21,58.63,65.44
2007-02-22,58.77,65.6
2007-02-23,57.74,64.45
2007-02-26,57.07,64.33
2007-02-27,55.08,62.09
2007-02-28,55.37,62.41
2007-03-01,55.21,62.23
2007-03-02,54.77,61.74
2007-03-05,53.94,60.8
2007-03-06,54.7,61.66
2007-03-07,54.44,61.36
2007-03-08,55.3,62.33
2007-03-09,55.54,62.6
2007-03-12,55.28,62.31
2007-03-13,53.88,60.73
2007-03-14,54.44,61.36
2007-03-15,55.18,62.2
2007-03-16,55.14,62.15
2007-03-19,55.7,62.78
2007-03-20,55.97,63.09
2007-03-21,57.28,64.57
2007-03-22,56.84,64.07
2007-03-23,56.97,64.22
2007-03-26,56.59,63.79
2007-03-27,55.76,62.85
2007-03-28,55.08,62.09
2007-03-29,55.26,62.29
2007-03-30,55.05,62.05
2007-04-02,53.59,60.41
2007-04-03,54.47,61.4
2007-04-04,54.34,61.25
2007-04-05,54.48,61.41
2007-04-09,54.06,60.94
2007-04-10,54.19,61.08
2007-04-11,53.72,60.55
2007-04-12,53.62,60.44
2007-04-13,54,60.87
2007-04-16,55.06,62.06
2007-04-17,55.17,62.19
2007-04-18,55.87,62.98
2007-04-19,55.52,62.58
2007-04-20,55.85,62.95
2007-04-23,55.49,62.55
2007-04-24,55.06,62.06
2007-04-25,55.74,62.83
2007-04-26,55.87,62.98
2007-04-27,55.84,62.94
2007-04-30,55.54,62.6
2007-05-01,55.36,62.4
2007-05-02,55.37,62.41
2007-05-03,55.64,62.72
2007-05-04,56.15,63.29
2007-05-07,56.36,63.53
2007-05-08,56.29,63.45
2007-05-09,56.66,63.87
2007-05-10,55.97,63.09
2007-05-11,56.22,63.37
2007-05-14,56.04,63.17
2007-05-15,56.11,63.25
2007-05-16,56.81,64.04
2007-05-17,56.58,63.78
2007-05-18,56.66,63.87
2007-05-21,56.65,63.86
2007-05-22,56.25,63.4
2007-05-23,55.91,63.02
2007-05-24,55.45,62.5
2007-05-25,55.08,62.09
2007-05-29,54.47,62.03
2007-05-30,54.55,62.12
2007-05-31,54.19,61.71
2007-06-01,54.51,62.07
2007-06-04,54.27,61.8
2007-06-05,53.82,61.29
2007-06-06,53.35,60.75
2007-06-07,52.85,60.18
2007-06-08,52.98,60.33
2007-06-11,53.6,61.04
2007-06-12,52.95,60.3
2007-06-13,53.67,61.12
2007-06-14,53.62,61.06
2007-06-15,54.05,61.55
2007-06-18,54.11,61.62
2007-06-19,54,61.49
2007-06-20,53.25,60.64
2007-06-21,53.12,60.49
2007-06-22,51.84,59.03
2007-06-25,51.91,59.11
2007-06-26,51.69,58.86
2007-06-27,52.06,59.28
2007-06-28,51.7,58.87
2007-06-29,51.25,58.36
2007-07-02,52.3,59.56
2007-07-03,52.38,59.65
2007-07-05,51.98,59.19
2007-07-06,51.8,58.99
2007-07-09,51.47,58.61
2007-07-10,50.56,57.58
2007-07-11,51.09,58.18
2007-07-12,52.53,59.82
2007-07-13,52.64,59.95
2007-07-16,52.36,59.63
2007-07-17,52.36,59.63
2007-07-18,51.62,58.78
2007-07-19,51.61,58.77
2007-07-20,49.98,56.92
2007-07-23,48.82,55.6
2007-07-24,48.41,55.13
2007-07-25,48.83,55.61
2007-07-26,48.06,54.73
2007-07-27,47.63,54.24
2007-07-30,48.29,54.99
2007-07-31,47.21,53.76
2007-08-01,46.87,53.37
2007-08-02,46.87,53.37
2007-08-03,44.94,51.18
2007-08-06,47.24,53.8
2007-08-07,47.56,54.16
2007-08-08,48.71,55.47
2007-08-09,46.93,53.44
2007-08-10,47.49,54.08
2007-08-13,46.89,53.4
2007-08-14,46.29,52.71
2007-08-15,45.56,51.88
2007-08-16,47.77,54.4
2007-08-17,49.19,56.02
2007-08-20,49.01,55.81
2007-08-21,49.24,56.07
2007-08-22,49.7,56.6
2007-08-23,49.7,56.6
2007-08-24,49.57,56.45
2007-08-27,49.66,56.55
2007-08-28,48.58,55.32
2007-08-29,48.49,55.95
2007-08-30,47.93,55.3
2007-08-31,48.98,56.51
2007-09-04,49.53,57.15
2007-09-05,48.77,56.27
2007-09-06,48.87,56.39
2007-09-07,48.06,55.45
2007-09-10,47.28,54.55
2007-09-11,48.82,56.33
2007-09-12,49,56.54
2007-09-13,50.14,57.85
2007-09-14,49.91,57.59
2007-09-17,49.77,57.43
2007-09-18,51.542,59.47
