AllDates,PRC,Pseudo-PRC
2004-04-20,80.08,80.86
2004-04-21,80.58,81.36
2004-04-22,81.39,82.18
2004-04-23,81.45,82.24
2004-04-26,81.19,81.98
2004-04-27,81.79,82.58
2004-04-28,80.9,81.68
2004-04-29,80.65,81.43
2004-04-30,80.49,81.27
2004-05-03,80.98,81.76
2004-05-04,81.52,82.31
2004-05-05,81.57,82.36
2004-05-06,80.1,80.88
2004-05-07,78.55,79.31
2004-05-10,77.92,78.67
2004-05-11,78.43,79.19
2004-05-12,80.34,81.12
2004-05-13,80.18,80.96
2004-05-14,80.2,80.98
2004-05-17,79.87,80.64
2004-05-18,80.85,81.63
2004-05-19,80.65,81.43
2004-05-20,81.32,82.11
2004-05-21,81.47,82.26
2004-05-24,81.55,82.34
2004-05-25,82.44,83.24
2004-05-26,82.94,83.74
2004-05-27,82.61,83.41
2004-05-28,83.13,83.93
2004-06-01,83.04,83.84
2004-06-02,83.13,84.74
2004-06-03,83.03,84.64
2004-06-04,83.6,85.22
2004-06-07,84.63,86.27
2004-06-08,84.15,85.78
2004-06-09,83.55,85.17
2004-06-10,84.21,85.84
2004-06-14,82.55,84.15
2004-06-15,84.23,85.86
2004-06-16,83.93,85.56
2004-06-17,83.67,85.29
2004-06-18,84.51,86.15
2004-06-21,84.94,86.59
2004-06-22,84.52,86.16
2004-06-23,84.77,86.41
2004-06-24,85.44,87.1
2004-06-25,84,85.63
2004-06-28,84.72,86.36
2004-06-29,84.57,86.21
2004-06-30,84.62,86.26
2004-07-01,83.98,85.61
2004-07-02,84.23,85.86
2004-07-06,83.66,85.28
2004-07-07,84.23,85.86
2004-07-08,83.61,85.23
2004-07-09,83.91,85.54
2004-07-12,84.85,86.5
2004-07-13,85.13,86.78
2004-07-14,84.3,85.93
2004-07-15,83.85,85.48
2004-07-16,84.47,86.11
2004-07-19,85.38,87.04
2004-07-20,85.26,86.91
2004-07-21,83.91,85.54
2004-07-22,84.87,86.52
2004-07-23,84.86,86.51
2004-07-26,85.27,86.92
2004-07-27,85,86.65
2004-07-28,84.93,86.58
2004-07-29,84.97,86.62
2004-07-30,85.01,86.66
2004-08-02,85.67,87.33
2004-08-03,85.81,87.47
2004-08-04,85.1,86.75
2004-08-05,83.9,85.53
2004-08-06,83.91,85.54
2004-08-09,83.93,85.56
2004-08-10,85,86.65
2004-08-11,85.53,87.19
2004-08-12,85.31,86.96
2004-08-13,84.96,86.61
2004-08-16,86.1,87.77
2004-08-17,86.88,88.56
2004-08-18,87.45,89.15
2004-08-19,87.66,89.36
2004-08-20,88.5,90.22
2004-08-23,88.3,90.01
2004-08-24,88.69,90.41
2004-08-25,88.68,90.4
2004-08-26,88.2,89.91
2004-08-27,89.01,90.74
2004-08-30,44.57,90.87
2004-08-31,44.98,91.7
2004-09-01,43.65,89.91
2004-09-02,43.85,90.32
2004-09-03,43.61,89.83
2004-09-07,44.27,91.19
2004-09-08,44.11,90.86
2004-09-09,44.37,91.39
2004-09-10,44.6,91.87
2004-09-13,44.48,91.62
2004-09-14,44.35,91.35
2004-09-15,44.17,90.98
2004-09-16,44.34,91.33
2004-09-17,44.66,91.99
2004-09-20,44.37,91.39
2004-09-21,44.68,92.03
2004-09-22,43.92,90.47
2004-09-23,43.57,89.75
2004-09-24,43.98,90.59
2004-09-27,43.82,90.26
2004-09-28,43.68,89.97
2004-09-29,43.59,89.79
2004-09-30,43.33,89.25
2004-10-01,44.16,90.96
2004-10-04,44.35,91.35
2004-10-05,44.72,92.11
2004-10-06,45.25,93.21
2004-10-07,45.43,93.58
2004-10-08,45.14,92.98
2004-10-11,45.41,93.54
2004-10-12,45.53,93.78
2004-10-13,45.01,92.71
2004-10-14,44.2,91.04
2004-10-15,44.99,92.67
2004-10-18,44.98,92.65
2004-10-19,44.36,91.37
2004-10-20,43.72,90.05
2004-10-21,43.91,90.45
2004-10-22,43.8,90.22
2004-10-25,43.62,89.85
2004-10-26,43.87,90.36
2004-10-27,44.36,91.37
2004-10-28,44.52,91.7
2004-10-29,44.79,92.26
2004-11-01,45.11,92.92
2004-11-02,45.17,93.04
2004-11-03,45.64,94.01
2004-11-04,46.25,95.27
2004-11-05,45.95,94.65
2004-11-08,45.97,94.69
2004-11-09,45.93,94.61
2004-11-10,46.23,95.22
2004-11-11,47.11,97.04
2004-11-12,47.44,97.72
2004-11-15,47.33,97.49
2004-11-16,46.77,96.34
2004-11-17,46.59,95.97
2004-11-18,46.41,95.6
2004-11-19,45.85,94.44
2004-11-22,46.26,95.29
2004-11-23,46.4,95.57
2004-11-24,46.46,95.7
2004-11-26,46.47,95.72
2004-11-29,46.34,95.45
2004-11-30,46.27,95.31
2004-12-01,46.59,96.89
2004-12-02,46.42,96.54
2004-12-03,46.32,96.33
2004-12-06,46.5,96.71
2004-12-07,45.85,95.35
2004-12-08,46.11,95.89
2004-12-09,46.2,96.08
2004-12-10,45.88,95.42
2004-12-13,45.96,95.58
2004-12-14,45.83,95.31
2004-12-15,45.93,95.52
2004-12-16,46.09,95.85
2004-12-17,45.2,94
2004-12-20,45.52,94.67
2004-12-21,46.31,96.31
2004-12-22,46.8,97.33
2004-12-23,46.7,97.12
2004-12-27,46.66,97.04
2004-12-28,46.97,97.68
2004-12-29,46.86,97.45
2004-12-30,46.96,97.66
2004-12-31,46.99,97.72
2005-01-03,46.46,96.62
2005-01-04,45.82,95.29
2005-01-05,45.29,94.19
2005-01-06,45.22,94.04
2005-01-07,44.73,93.02
2005-01-10,45.29,94.19
2005-01-11,45.18,93.96
2005-01-12,45.06,93.71
2005-01-13,44.5,92.55
2005-01-14,44.89,93.36
2005-01-18,45.73,95.1
2005-01-19,44.97,93.52
2005-01-20,45.31,94.23
2005-01-21,45.09,93.77
2005-01-24,45.22,94.04
2005-01-25,45.59,94.81
2005-01-26,45.77,95.19
2005-01-27,45.53,94.69
2005-01-28,45.7,95.04
2005-01-31,46.37,96.44
2005-02-01,46.68,97.08
2005-02-02,46.73,97.18
2005-02-03,46.4,96.5
2005-02-04,46.89,97.52
2005-02-07,46.64,97
2005-02-08,46.89,97.52
2005-02-09,46.44,96.58
2005-02-10,46.93,97.6
2005-02-11,46.82,97.37
2005-02-14,46.93,97.6
2005-02-15,47.06,97.87
2005-02-16,46.77,97.27
2005-02-17,46.36,96.41
2005-02-18,45.74,95.13
2005-02-22,45.2,94
2005-02-23,45.73,95.1
2005-02-24,46.2,96.08
2005-02-25,46.79,97.31
2005-02-28,46.65,97.02
2005-03-01,47.08,97.91
2005-03-02,46.57,97.79
2005-03-03,46.33,97.28
2005-03-04,46.78,98.23
2005-03-07,46.47,97.58
2005-03-08,46.26,97.14
2005-03-09,45.7,95.96
2005-03-10,45.86,96.3
2005-03-11,45.77,96.11
2005-03-14,45.8,96.17
2005-03-15,45.54,95.62
2005-03-16,44.8,94.07
2005-03-17,44.78,94.03
2005-03-18,44.94,94.36
2005-03-21,44.3,93.02
2005-03-22,43.66,91.68
2005-03-23,43.98,92.35
2005-03-24,43.75,91.87
2005-03-28,44.29,93
2005-03-29,43.89,92.16
2005-03-30,44.02,92.43
2005-03-31,44.1,92.6
2005-04-01,44.01,92.41
2005-04-04,44.16,92.73
2005-04-05,44.31,93.04
2005-04-06,44.6,93.65
2005-04-07,44.83,94.13
2005-04-08,44.68,93.82
2005-04-11,44.98,94.45
2005-04-12,45.52,95.58
2005-04-13,45.11,94.72
2005-04-14,44.68,93.82
2005-04-15,44.28,92.98
2005-04-18,44.73,93.92
2005-04-19,44.93,94.34
2005-04-20,44.23,92.87
2005-04-21,44.39,93.21
2005-04-22,44.37,93.17
2005-04-25,44.83,94.13
2005-04-26,44.61,93.67
2005-04-27,44.87,94.22
2005-04-28,44.69,93.84
2005-04-29,45.04,94.57
2005-05-02,45.34,95.2
2005-05-03,45.36,95.25
2005-05-04,45.97,96.53
2005-05-05,45.85,96.28
2005-05-06,45.49,95.52
2005-05-09,45.73,96.02
2005-05-10,45.38,95.29
2005-05-11,45.66,95.88
2005-05-12,45.34,95.2
2005-05-13,45.13,94.76
2005-05-16,45.85,96.28
2005-05-17,46.14,96.88
2005-05-18,46.65,97.96
2005-05-19,46.45,97.54
2005-05-20,46.57,97.79
2005-05-23,46.55,97.75
2005-05-24,46.61,97.87
2005-05-25,46.54,97.72
2005-05-26,46.71,98.08
2005-05-27,46.65,97.96
2005-05-31,46.32,97.26
2005-06-01,46.29,98.14
2005-06-02,46.18,97.91
2005-06-03,45.78,97.06
2005-06-06,45.9,97.32
2005-06-07,45.86,97.23
2005-06-08,45.91,97.34
2005-06-09,46.09,97.72
2005-06-10,46,97.53
2005-06-13,45.92,97.36
2005-06-14,45.97,97.47
2005-06-15,46.6,98.8
2005-06-16,46.43,98.44
2005-06-17,46.64,98.89
2005-06-20,46.71,99.03
2005-06-21,47.08,99.82
2005-06-22,47.07,99.8
2005-06-23,46.6,98.8
2005-06-24,46.75,99.12
2005-06-27,46.4,98.38
2005-06-28,46.67,98.95
2005-06-29,46.91,99.46
2005-06-30,45.61,96.7
2005-07-01,44.98,95.37
2005-07-05,45.11,95.64
2005-07-06,44.7,94.77
2005-07-07,44.68,94.73
2005-07-08,45.15,95.73
2005-07-11,45.17,95.77
2005-07-12,45.31,96.07
2005-07-13,45.75,97
2005-07-14,45.81,97.13
2005-07-15,45.98,97.49
2005-07-18,45.08,95.58
2005-07-19,44.82,95.03
2005-07-20,44.86,95.11
2005-07-21,44.6,94.56
2005-07-22,44.85,95.09
2005-07-25,44.66,94.69
2005-07-26,44.53,94.41
2005-07-27,44.15,93.61
2005-07-28,44.01,93.31
2005-07-29,43.6,92.44
2005-08-01,43.66,92.57
2005-08-02,43.94,93.16
2005-08-03,43.78,92.82
2005-08-04,43.71,92.67
2005-08-05,43.25,91.7
2005-08-08,42.94,91.04
2005-08-09,42.9,90.96
2005-08-10,42.75,90.64
2005-08-11,42.79,90.72
2005-08-12,42.69,90.51
2005-08-15,43.18,91.55
2005-08-16,43.72,92.7
2005-08-17,43.73,92.72
2005-08-18,43.8,92.86
2005-08-19,43.62,92.48
2005-08-22,43.74,92.74
2005-08-23,43.34,91.89
2005-08-24,42.91,90.98
2005-08-25,43.07,91.32
2005-08-26,42.84,90.83
2005-08-29,43.36,91.93
2005-08-30,43.1,91.38
2005-08-31,43.03,92.29
2005-09-01,43.1,92.44
2005-09-02,42.91,92.03
2005-09-06,43.35,92.98
2005-09-07,43.31,92.89
2005-09-08,43.03,92.29
2005-09-09,42.95,92.12
2005-09-12,42.7,91.58
2005-09-13,42.66,91.5
2005-09-14,42.64,91.46
2005-09-15,42.73,91.65
2005-09-16,43.68,93.69
2005-09-19,43.39,93.06
2005-09-20,43,92.23
2005-09-21,42.26,90.64
2005-09-22,42.19,90.49
2005-09-23,42.23,90.58
2005-09-26,42,90.08
2005-09-27,41.92,89.91
2005-09-28,41.6,89.23
2005-09-29,42.1,90.3
2005-09-30,42.1,90.3
2005-10-03,42.05,90.19
2005-10-04,41.91,89.89
2005-10-05,41.96,90
2005-10-06,42.23,90.58
2005-10-07,42.27,90.66
2005-10-10,42.09,90.28
2005-10-11,41.88,89.83
2005-10-12,41.89,89.85
2005-10-13,42,90.08
2005-10-14,42.05,90.19
2005-10-17,42.05,90.19
2005-10-18,41.57,89.16
2005-10-19,42.44,91.03
2005-10-20,42.2,90.51
2005-10-21,42.26,90.64
2005-10-24,43.38,93.04
2005-10-25,43.18,92.61
2005-10-26,43.2,92.66
2005-10-27,43.18,92.61
2005-10-28,43.98,94.33
2005-10-31,43.74,93.82
2005-11-01,43.62,93.56
2005-11-02,44.08,94.54
2005-11-03,44.01,94.39
2005-11-04,44.23,94.87
2005-11-07,44.46,95.36
2005-11-08,44.39,95.21
2005-11-09,44.54,95.53
2005-11-10,45.3,97.16
2005-11-11,45.46,97.5
2005-11-14,45.62,97.85
2005-11-15,45.25,97.05
2005-11-16,44.97,96.45
2005-11-17,45.34,97.25
2005-11-18,45.56,97.72
2005-11-21,45.84,98.32
2005-11-22,46.1,98.88
2005-11-23,46.71,100.19
2005-11-25,46.99,100.79
2005-11-28,46.56,99.86
2005-11-29,46.78,100.34
2005-11-30,45.89,99.5
2005-12-01,45.88,99.48
2005-12-02,46.13,100.02
2005-12-05,46.43,100.67
2005-12-06,46.31,100.41
2005-12-07,45.86,99.43
2005-12-08,45.78,99.26
2005-12-09,45.9,99.52
2005-12-12,45.74,99.17
2005-12-13,46.5,100.82
2005-12-14,46.78,101.43
2005-12-15,46.68,101.21
2005-12-16,46.97,101.84
2005-12-19,46.53,100.89
2005-12-20,46.69,101.23
2005-12-21,46.64,101.13
2005-12-22,46.92,101.73
2005-12-23,46.94,101.78
2005-12-27,46.56,100.95
2005-12-28,46.27,100.32
2005-12-29,46.19,100.15
2005-12-30,46.15,100.06
2006-01-03,47.08,102.08
2006-01-04,46.58,101
2006-01-05,46.64,101.13
2006-01-06,46.57,100.97
2006-01-09,46.6,101.04
2006-01-10,46.21,100.19
2006-01-11,46.1,99.95
2006-01-12,45.8,99.3
2006-01-13,45.8,99.3
2006-01-17,45.31,98.24
2006-01-18,45.26,98.13
2006-01-19,45.14,97.87
2006-01-20,44.19,95.81
2006-01-23,43.96,95.31
2006-01-24,44.24,95.92
2006-01-25,44.63,96.77
2006-01-26,44.9,97.35
2006-01-27,44.8,97.14
2006-01-30,44.48,96.44
2006-01-31,44.23,95.9
2006-02-01,43.95,95.29
2006-02-02,43.44,94.19
2006-02-03,43.09,93.43
2006-02-06,43.37,94.04
2006-02-07,43.49,94.3
2006-02-08,43.67,94.69
2006-02-09,43.83,95.03
2006-02-10,43.92,95.23
2006-02-13,43.7,94.75
2006-02-14,44.16,95.75
2006-02-15,44.36,96.18
2006-02-16,44.69,96.9
2006-02-17,44.66,96.83
2006-02-21,44.55,96.59
2006-02-22,45.08,97.74
2006-02-23,45.37,98.37
2006-02-24,45.72,99.13
2006-02-27,45.98,99.69
2006-02-28,45.85,99.41
2006-03-01,45.6,99.95
2006-03-02,45.15,98.97
2006-03-03,45.19,99.06
2006-03-06,45.21,99.1
2006-03-07,45.62,100
2006-03-08,45.71,100.2
2006-03-09,45.55,99.84
2006-03-10,45.95,100.72
2006-03-13,45.94,100.7
2006-03-14,46.26,101.4
2006-03-15,46.4,101.71
2006-03-16,46.76,102.5
2006-03-17,46.9,102.8
2006-03-20,46.9,102.8
2006-03-21,46.57,102.08
2006-03-22,46.99,103
2006-03-23,46.7,102.37
2006-03-24,46.9,102.8
2006-03-27,46.82,102.63
2006-03-28,46.06,100.96
2006-03-29,45.97,100.77
2006-03-30,45.61,99.98
2006-03-31,45.54,99.82
2006-04-03,45.68,100.13
2006-04-04,46.29,101.47
2006-04-05,46.55,102.04
2006-04-06,46.2,101.27
2006-04-07,45.74,100.26
2006-04-10,45.68,100.13
2006-04-11,45.56,99.87
2006-04-12,45.72,100.22
2006-04-13,45.73,100.24
2006-04-17,45.48,99.69
2006-04-18,45.96,100.74
2006-04-19,46.05,100.94
2006-04-20,46.28,101.45
2006-04-21,46.87,102.74
2006-04-24,47.07,103.18
2006-04-25,47.09,103.22
2006-04-26,47.71,104.58
2006-04-27,49.04,107.49
2006-04-28,49.92,109.42
2006-05-01,49.18,107.8
2006-05-02,49.46,108.42
2006-05-03,49.3,108.06
2006-05-04,49.94,109.47
2006-05-05,50.47,110.63
2006-05-08,50.11,109.84
2006-05-09,50.19,110.02
2006-05-10,50.17,109.97
2006-05-11,49.69,108.92
2006-05-12,49.2,107.85
2006-05-15,49.55,108.61
2006-05-16,49.64,108.81
2006-05-17,48.56,106.44
2006-05-18,48.12,105.48
2006-05-19,48.27,105.81
2006-05-22,48.26,105.79
2006-05-23,48.23,105.72
2006-05-24,48.48,106.27
2006-05-25,48.91,107.21
2006-05-26,49.38,108.24
2006-05-30,48.7,106.75
2006-05-31,48.4,107.19
2006-06-01,48.7,107.85
2006-06-02,49.26,109.09
2006-06-05,48.74,107.94
2006-06-06,48.53,107.48
2006-06-07,48.85,108.18
2006-06-08,49.03,108.58
2006-06-09,48.79,108.05
2006-06-12,48.41,107.21
2006-06-13,47.07,104.24
2006-06-14,46.64,103.29
2006-06-15,47.91,106.1
2006-06-16,47.42,105.02
2006-06-19,47.14,104.4
2006-06-20,47.08,104.26
2006-06-21,47.31,104.77
2006-06-22,47.54,105.28
2006-06-23,47.41,105
2006-06-26,47.46,105.11
2006-06-27,47.3,104.75
2006-06-28,47.65,105.53
2006-06-29,48.6,107.63
2006-06-30,48.1,106.52
2006-07-03,48.81,108.1
2006-07-05,48.87,108.23
2006-07-06,49.06,108.65
2006-07-07,48.8,108.07
2006-07-10,49.14,108.83
2006-07-11,49.15,108.85
2006-07-12,48.57,107.56
2006-07-13,47.98,106.26
2006-07-14,48.31,106.99
2006-07-17,48.22,106.79
2006-07-18,48.44,107.28
2006-07-19,49.95,110.62
2006-07-20,49.65,109.96
2006-07-21,50.14,111.04
2006-07-24,50.57,111.99
2006-07-25,50.81,112.53
2006-07-26,50.99,112.92
2006-07-27,51.02,112.99
2006-07-28,51.66,114.41
2006-07-31,51.53,114.12
2006-08-01,51.53,114.12
2006-08-02,51.96,115.07
2006-08-03,51.97,115.09
2006-08-04,52.32,115.87
2006-08-07,52.16,115.52
2006-08-08,52.06,115.29
2006-08-09,51.54,114.14
2006-08-10,51.52,114.1
2006-08-11,51.4,113.83
2006-08-14,51.13,113.23
2006-08-15,52.15,115.49
2006-08-16,52.3,115.83
2006-08-17,52.14,115.47
2006-08-18,52.49,116.25
2006-08-21,52.46,116.18
2006-08-22,52.5,116.27
2006-08-23,52.49,116.25
2006-08-24,52.51,116.29
2006-08-25,52.13,115.45
2006-08-28,52.19,115.58
2006-08-29,52.29,115.8
2006-08-30,51.7,115.74
2006-08-31,51.47,115.22
2006-09-01,51.66,115.65
2006-09-05,51.75,115.85
2006-09-06,51.65,115.62
2006-09-07,51.51,115.31
2006-09-08,51.66,115.65
2006-09-11,51.18,114.57
2006-09-12,51.7,115.74
2006-09-13,51.9,116.18
2006-09-14,51.93,116.25
2006-09-15,51.45,115.18
2006-09-18,51.78,115.92
2006-09-19,52.03,116.48
2006-09-20,52.49,117.5
2006-09-21,52.24,116.95
2006-09-22,52.43,117.37
2006-09-25,52.97,118.58
2006-09-26,53.48,119.72
2006-09-27,53.24,119.18
2006-09-28,53.52,119.81
2006-09-29,53.57,119.92
2006-10-02,53.62,120.03
2006-10-03,54.41,121.8
2006-10-04,54.82,122.72
2006-10-05,54.52,122.05
2006-10-06,54.24,121.42
2006-10-09,54.51,122.03
2006-10-10,54.63,122.3
2006-10-11,54.04,120.97
2006-10-12,54.26,121.47
2006-10-13,54.39,121.76
2006-10-16,53.71,120.24
2006-10-17,53.68,120.17
2006-10-18,53.81,120.46
2006-10-19,53.26,119.23
2006-10-20,53.62,120.03
2006-10-23,53.66,120.12
2006-10-24,53.43,119.61
2006-10-25,54,120.88
2006-10-26,54.18,121.29
2006-10-27,53.7,120.21
2006-10-30,53.92,120.71
2006-10-31,53.87,120.59
2006-11-01,53.58,119.94
2006-11-02,53.55,119.88
2006-11-03,53.43,119.61
2006-11-06,54.21,121.36
2006-11-07,54.42,121.83
2006-11-08,54.61,122.25
2006-11-09,54.51,122.03
2006-11-10,54.77,122.61
2006-11-13,54.46,121.91
2006-11-14,54.83,122.74
2006-11-15,54.48,121.96
2006-11-16,54.9,122.9
2006-11-17,54.85,122.79
2006-11-20,54.9,122.9
2006-11-21,54.72,122.5
2006-11-22,54.63,122.3
2006-11-24,54.56,122.14
2006-11-27,53.92,120.71
2006-11-28,54.27,121.49
2006-11-29,54.02,122.18
2006-11-30,53.85,121.8
2006-12-01,53.5,121.01
2006-12-04,52.65,119.08
2006-12-05,52.79,119.4
2006-12-06,52.69,119.18
2006-12-07,52.49,118.72
2006-12-08,51.66,116.85
2006-12-11,52.55,118.86
2006-12-12,52.8,119.42
2006-12-13,53.09,120.08
2006-12-14,53.17,120.26
2006-12-15,53.32,120.6
2006-12-18,53.63,121.3
2006-12-19,53.58,121.19
2006-12-20,53.66,121.37
2006-12-21,53.51,121.03
2006-12-22,53.35,120.67
2006-12-26,53.7,121.46
2006-12-27,53.77,121.62
2006-12-28,53.65,121.35
2006-12-29,53.39,120.76
2007-01-03,53.33,120.62
2007-01-04,53.67,121.39
2007-01-05,53.24,120.42
2007-01-08,53.45,120.89
2007-01-09,53.5,121.01
2007-01-10,53.58,121.19
2007-01-11,53.26,120.46
2007-01-12,53.38,120.74
2007-01-16,53.44,120.87
2007-01-17,53.32,120.6
2007-01-18,53.29,120.53
2007-01-19,53.59,121.21
2007-01-22,53.65,121.35
2007-01-23,53.32,120.6
2007-01-24,53.2,120.33
2007-01-25,52.4,118.52
2007-01-26,52.04,117.7
2007-01-29,51.46,116.39
2007-01-30,52.12,117.89
2007-01-31,52.58,118.93
2007-02-01,52.84,119.51
2007-02-02,52.74,119.29
2007-02-05,52.88,119.6
2007-02-06,53.21,120.35
2007-02-07,53.36,120.69
2007-02-08,53.32,120.6
2007-02-09,52.99,119.85
2007-02-12,53.04,119.97
2007-02-13,53.73,121.53
2007-02-14,54.05,122.25
2007-02-15,53.85,121.8
2007-02-16,54.05,122.25
2007-02-20,54.05,122.25
2007-02-21,53.91,121.93
2007-02-22,53.7,121.46
2007-02-23,52.86,119.56
2007-02-26,52.79,119.4
2007-02-27,50.8,114.9
2007-02-28,50.83,116.23
2007-03-01,50.38,115.21
2007-03-02,50.01,114.36
2007-03-05,49.64,113.51
2007-03-06,50.94,116.49
2007-03-07,50.59,115.69
2007-03-08,50.77,116.1
2007-03-09,50.95,116.51
2007-03-12,51.09,116.83
2007-03-13,49.46,113.1
2007-03-14,49.77,113.81
2007-03-15,50.1,114.57
2007-03-16,49.62,113.47
2007-03-19,50.37,115.18
2007-03-20,50.76,116.07
2007-03-21,51.86,118.59
2007-03-22,51.64,118.09
2007-03-23,51.69,118.2
2007-03-26,51.56,117.9
2007-03-27,51.84,118.54
2007-03-28,50.77,116.1
2007-03-29,51.19,117.06
2007-03-30,51.02,116.67
2007-04-02,50.43,115.32
2007-04-03,50.86,116.3
2007-04-04,50.89,116.37
2007-04-05,50.85,116.28
2007-04-09,50.86,116.3
2007-04-10,51.07,116.78
2007-04-11,50.51,115.5
2007-04-12,50.28,114.98
2007-04-13,50.42,115.3
2007-04-16,51.23,117.15
2007-04-17,51.3,117.31
2007-04-18,51.82,118.5
2007-04-19,50.91,116.42
2007-04-20,51.04,116.72
2007-04-23,50.51,115.5
2007-04-24,50.62,115.75
2007-04-25,51.23,117.15
2007-04-26,50.72,115.98
2007-04-27,50.77,116.1
2007-04-30,50.9,116.4
2007-05-01,50.93,116.46
2007-05-02,51.01,116.65
2007-05-03,51.23,117.15
2007-05-04,51.24,117.17
2007-05-07,51.42,117.58
2007-05-08,51.4,117.54
2007-05-09,51.45,117.65
2007-05-10,50.58,115.66
2007-05-11,50.95,116.51
2007-05-14,50.78,116.12
2007-05-15,50.94,116.49
2007-05-16,51.12,116.9
2007-05-17,51.13,116.92
2007-05-18,51.28,117.26
2007-05-21,51.23,117.15
2007-05-22,51.5,117.77
2007-05-23,51.35,117.42
2007-05-24,51.05,116.74
2007-05-25,51.2,117.08
2007-05-29,51.19,117.06
2007-05-30,50.81,117.47
2007-05-31,50.71,117.24
2007-06-01,50.78,117.4
2007-06-04,50.85,117.56
2007-06-05,50.66,117.12
2007-06-06,50.33,116.36
2007-06-07,49.79,115.11
2007-06-08,50.26,116.2
2007-06-11,50.05,115.71
2007-06-12,49.66,114.81
2007-06-13,50.36,116.43
2007-06-14,50.08,115.78
2007-06-15,50.08,115.78
2007-06-18,49.91,115.39
2007-06-19,50.55,116.87
2007-06-20,49.98,115.55
2007-06-21,49.89,115.34
2007-06-22,48.95,113.17
2007-06-25,48.85,112.94
2007-06-26,48.8,112.82
2007-06-27,49.19,113.72
2007-06-28,49.09,113.49
2007-06-29,48.89,113.03
2007-07-02,49.32,114.03
2007-07-03,49.55,114.56
2007-07-05,49.37,114.14
2007-07-06,49.15,113.63
2007-07-09,48.81,112.85
2007-07-10,48.36,111.81
2007-07-11,48.51,112.15
2007-07-12,49.53,114.51
2007-07-13,49.5,114.44
2007-07-16,49.62,114.72
2007-07-17,49.8,115.13
2007-07-18,49.36,114.12
2007-07-19,49.27,113.91
2007-07-20,48.31,111.69
2007-07-23,48.15,111.32
2007-07-24,47.15,109.01
2007-07-25,47.93,110.81
2007-07-26,47.23,109.19
2007-07-27,47.41,109.61
2007-07-30,47.7,110.28
2007-07-31,47.42,109.63
2007-08-01,47.63,110.12
2007-08-02,47.78,110.47
2007-08-03,47,108.66
2007-08-06,48.16,111.34
2007-08-07,48.67,112.52
2007-08-08,49.7,114.9
2007-08-09,48.35,111.78
2007-08-10,48.59,112.34
2007-08-13,48.5,112.13
2007-08-14,47.86,110.65
2007-08-15,48.23,111.51
2007-08-16,49.85,115.25
2007-08-17,51.76,119.67
2007-08-20,51.35,118.72
2007-08-21,51.3,118.6
2007-08-22,51.65,119.41
2007-08-23,51.83,119.83
2007-08-24,51.87,119.92
2007-08-27,50.87,117.61
2007-08-28,49.66,114.81
2007-08-29,50.55,116.87
2007-08-30,50.21,116.08
2007-08-31,50.68,117.17
2007-09-04,51.08,118.09
2007-09-05,49.95,116.96
2007-09-06,49.79,116.59
2007-09-07,49.02,114.78
2007-09-10,48.96,114.64
2007-09-11,49.45,115.79
2007-09-12,49.39,115.65
2007-09-13,49.86,116.75
2007-09-14,49.95,116.96
2007-09-17,49.51,115.93
2007-09-18,51.21,119.91
