AllDates,PRC,Pseudo-PRC
2004-04-23,73.96,74.02
2004-04-26,73.03,73.09
2004-04-27,72.66,72.72
2004-04-28,71.51,71.57
2004-04-29,71.8,71.86
2004-04-30,71.65,71.71
2004-05-03,71.86,71.92
2004-05-04,71.67,71.73
2004-05-05,71.5,71.56
2004-05-06,71.2,71.26
2004-05-07,70.36,70.42
2004-05-10,69.75,69.81
2004-05-11,70.57,70.63
2004-05-12,71.25,71.31
2004-05-13,71.01,71.07
2004-05-14,70.8,70.86
2004-05-17,69.39,69.45
2004-05-18,69.43,69.49
2004-05-19,69.55,69.61
2004-05-20,70.01,70.07
2004-05-21,70.15,70.21
2004-05-24,69.8,69.86
2004-05-25,72,72.06
2004-05-26,72.11,72.17
2004-05-27,72.8,72.86
2004-05-28,73.3,73.36
2004-06-01,73,73.06
2004-06-02,73.86,73.99
2004-06-03,73.45,73.58
2004-06-04,74.1,74.23
2004-06-07,74.8,74.93
2004-06-08,74.12,74.25
2004-06-09,73.38,73.51
2004-06-10,73.26,73.39
2004-06-14,72.76,72.89
2004-06-15,72.15,72.28
2004-06-16,72.32,72.45
2004-06-17,72.26,72.39
2004-06-18,72.17,72.3
2004-06-21,71.57,71.7
2004-06-22,72.3,72.43
2004-06-23,72.08,72.21
2004-06-24,71.4,71.53
2004-06-25,71.75,71.88
2004-06-28,71.53,71.66
2004-06-29,71.35,71.48
2004-06-30,71.28,71.4
2004-07-01,71.5,71.63
2004-07-02,71.6,71.73
2004-07-06,71.1,71.22
2004-07-07,70.78,70.9
2004-07-08,70.12,70.24
2004-07-09,69.97,70.09
2004-07-12,70.57,70.69
2004-07-13,70.31,70.43
2004-07-14,70.11,70.23
2004-07-15,69.53,69.65
2004-07-16,69.01,69.13
2004-07-19,68.8,68.92
2004-07-20,68.78,68.9
2004-07-21,67.35,67.47
2004-07-22,67.23,67.35
2004-07-23,68.1,68.22
2004-07-26,69,69.12
2004-07-27,70.84,70.96
2004-07-28,71.08,71.2
2004-07-29,70.35,70.47
2004-07-30,70.65,70.77
2004-08-02,70.59,70.71
2004-08-03,71.2,71.32
2004-08-04,70.88,71
2004-08-05,69.3,69.42
2004-08-06,68.22,68.34
2004-08-09,68.35,68.47
2004-08-10,68.53,68.65
2004-08-11,68.11,68.23
2004-08-12,66.9,67.02
2004-08-13,66.48,66.6
2004-08-16,68.05,68.17
2004-08-17,68.32,68.44
2004-08-18,69.97,70.09
2004-08-19,69.8,69.92
2004-08-20,70.5,70.62
2004-08-23,70.27,70.39
2004-08-24,70.41,70.53
2004-08-25,71.1,71.22
2004-08-26,70.73,70.85
2004-08-27,70.92,71.04
2004-08-30,70.88,71
2004-08-31,71.24,71.36
2004-09-01,70.21,70.41
2004-09-02,71.89,72.09
2004-09-03,71.76,71.96
2004-09-07,72.66,72.87
2004-09-08,72.56,72.76
2004-09-09,72,72.2
2004-09-10,71.91,72.11
2004-09-13,71.18,71.38
2004-09-14,71.5,71.7
2004-09-15,71.22,71.42
2004-09-16,71.47,71.67
2004-09-17,71.68,71.88
2004-09-20,71.24,71.44
2004-09-21,70.94,71.14
2004-09-22,69.92,70.12
2004-09-23,69.27,69.47
2004-09-24,69.13,69.33
2004-09-27,68.64,68.83
2004-09-28,68.36,68.55
2004-09-29,68.5,68.69
2004-09-30,67.99,68.18
2004-10-01,68.72,68.91
2004-10-04,68.49,68.68
2004-10-05,66.5,66.69
2004-10-06,66.6,66.79
2004-10-07,66.81,67
2004-10-08,66.9,67.09
2004-10-11,67.48,67.67
2004-10-12,67.38,67.57
2004-10-13,66.99,67.18
2004-10-14,60,60.17
2004-10-15,57.85,58.01
2004-10-18,59.68,59.85
2004-10-19,57.7,57.86
2004-10-20,57.6,57.76
2004-10-21,56.45,56.61
2004-10-22,54.7,54.85
2004-10-25,56.1,56.26
2004-10-26,60.33,60.5
2004-10-27,60.02,60.19
2004-10-28,61.21,61.38
2004-10-29,60.71,60.88
2004-11-01,60.77,60.94
2004-11-02,61.47,61.64
2004-11-03,60.2,60.37
2004-11-04,61.07,61.24
2004-11-05,61.05,61.22
2004-11-08,60.54,60.71
2004-11-09,60.75,60.92
2004-11-10,60.7,60.87
2004-11-11,60.95,61.12
2004-11-12,61.03,61.2
2004-11-15,62.84,63.02
2004-11-16,62.65,62.83
2004-11-17,63.08,63.26
2004-11-18,63.02,63.2
2004-11-19,61.8,61.97
2004-11-22,62.85,63.03
2004-11-23,64.2,64.38
2004-11-24,64.23,64.41
2004-11-26,63.81,63.99
2004-11-29,63.78,63.96
2004-11-30,63.35,63.53
2004-12-01,64.73,64.99
2004-12-02,65.15,65.41
2004-12-03,65.53,65.79
2004-12-06,65.35,65.61
2004-12-07,64.75,65.01
2004-12-08,64.75,65.01
2004-12-09,65.67,65.93
2004-12-10,65,65.26
2004-12-13,65.3,65.56
2004-12-14,65.11,65.37
2004-12-15,64.72,64.98
2004-12-16,64.47,64.73
2004-12-17,65,65.26
2004-12-20,65.05,65.31
2004-12-21,65.8,66.06
2004-12-22,65.94,66.2
2004-12-23,66.29,66.55
2004-12-27,65.71,65.97
2004-12-28,65.89,66.15
2004-12-29,65.8,66.06
2004-12-30,65.53,65.79
2004-12-31,65.67,65.93
2005-01-03,66.03,66.29
2005-01-04,66.25,66.51
2005-01-05,67.35,67.62
2005-01-06,67.46,67.73
2005-01-07,67.58,67.85
2005-01-10,67.7,67.97
2005-01-11,67.15,67.42
2005-01-12,66.78,67.05
2005-01-13,66,66.26
2005-01-14,66.14,66.4
2005-01-18,67.7,67.97
2005-01-19,67.01,67.28
2005-01-20,66.55,66.82
2005-01-21,66.12,66.38
2005-01-24,66.38,66.64
2005-01-25,67,67.27
2005-01-26,67.05,67.32
2005-01-27,66.4,66.66
2005-01-28,65.86,66.12
2005-01-31,66.29,66.55
2005-02-01,66.74,67.01
2005-02-02,66.85,67.12
2005-02-03,66.28,66.54
2005-02-04,67.52,67.79
2005-02-07,67.7,67.97
2005-02-08,67.73,68
2005-02-09,69.31,69.59
2005-02-10,72.59,72.88
2005-02-11,73.12,73.41
2005-02-14,71.49,71.78
2005-02-15,71.85,72.14
2005-02-16,70.6,70.88
2005-02-17,69.68,69.96
2005-02-18,68.93,69.2
2005-02-22,67.9,68.17
2005-02-23,68.65,68.92
2005-02-24,68.19,68.46
2005-02-25,68.35,68.62
2005-02-28,66.8,67.07
2005-03-01,66.55,66.82
2005-03-02,65.06,65.44
2005-03-03,64.96,65.34
2005-03-04,65.1,65.49
2005-03-07,65.82,66.21
2005-03-08,66.74,67.13
2005-03-09,65.6,65.99
2005-03-10,66.12,66.51
2005-03-11,64.71,65.09
2005-03-14,63.85,64.23
2005-03-15,61.92,62.29
2005-03-16,62.9,63.27
2005-03-17,60.8,61.16
2005-03-18,59.76,60.11
2005-03-21,57.9,58.24
2005-03-22,56.2,56.53
2005-03-23,56.7,57.04
2005-03-24,55.61,55.94
2005-03-28,57.02,57.36
2005-03-29,58.2,58.54
2005-03-30,57.16,57.5
2005-03-31,55.41,55.74
2005-04-01,50.95,51.25
2005-04-04,53.3,53.62
2005-04-05,53,53.31
2005-04-06,52.99,53.3
2005-04-07,52.76,53.07
2005-04-08,51.91,52.22
2005-04-11,52.1,52.41
2005-04-12,53.2,53.51
2005-04-13,51.61,51.92
2005-04-14,51.39,51.69
2005-04-15,51.11,51.41
2005-04-18,51.26,51.56
2005-04-19,51.58,51.89
2005-04-20,51.01,51.31
2005-04-21,51.9,52.21
2005-04-22,50.35,50.65
2005-04-25,51.76,52.07
2005-04-26,51.07,51.37
2005-04-27,51.85,52.16
2005-04-28,51.14,51.44
2005-04-29,50.85,51.15
2005-05-02,53.44,53.76
2005-05-03,53.3,53.62
2005-05-04,54.37,54.69
2005-05-05,53.92,54.24
2005-05-06,54.14,54.46
2005-05-09,54.58,54.9
2005-05-10,53.27,53.59
2005-05-11,53.21,53.52
2005-05-12,52.48,52.79
2005-05-13,52.05,52.36
2005-05-16,52.81,53.12
2005-05-17,53.38,53.7
2005-05-18,53.25,53.56
2005-05-19,53,53.31
2005-05-20,53.76,54.08
2005-05-23,53.45,53.77
2005-05-24,53.8,54.12
2005-05-25,54.08,54.4
2005-05-26,55.71,56.04
2005-05-27,56.4,56.73
2005-05-31,55.55,55.88
2005-06-01,56.1,56.56
2005-06-02,55.89,56.35
2005-06-03,55.09,55.54
2005-06-06,54.85,55.3
2005-06-07,55.23,55.68
2005-06-08,54.95,55.4
2005-06-09,55.55,56
2005-06-10,55.09,55.54
2005-06-13,55.5,55.95
2005-06-14,55.57,56.02
2005-06-15,55.41,55.86
2005-06-16,55.23,55.68
2005-06-17,55.55,56
2005-06-20,55.68,56.13
2005-06-21,56.29,56.75
2005-06-22,55.95,56.41
2005-06-23,55.2,55.65
2005-06-24,54.54,54.98
2005-06-27,55.03,55.48
2005-06-28,55.17,55.62
2005-06-29,58.48,58.96
2005-06-30,58.1,58.57
2005-07-01,58.61,59.09
2005-07-05,59.49,59.98
2005-07-06,59.14,59.62
2005-07-07,59.27,59.75
2005-07-08,60.05,60.54
2005-07-11,60.52,61.01
2005-07-12,60.51,61
2005-07-13,60.59,61.08
2005-07-14,60.65,61.14
2005-07-15,61.21,61.71
2005-07-18,60.1,60.59
2005-07-19,60.7,61.19
2005-07-20,60.65,61.14
2005-07-21,60.55,61.04
2005-07-22,60.74,61.24
2005-07-25,60.5,60.99
2005-07-26,60.3,60.79
2005-07-27,60.79,61.29
2005-07-28,60.73,61.23
2005-07-29,60.2,60.69
2005-08-01,60.09,60.58
2005-08-02,60.75,61.25
2005-08-03,61.03,61.53
2005-08-04,61.13,61.63
2005-08-05,60.82,61.32
2005-08-08,61,61.5
2005-08-09,61.42,61.92
2005-08-10,62.24,62.75
2005-08-11,62.67,63.18
2005-08-12,62.3,62.81
2005-08-15,62.16,62.67
2005-08-16,61.64,62.14
2005-08-17,61.5,62
2005-08-18,61.39,61.89
2005-08-19,61.21,61.71
2005-08-22,61,61.5
2005-08-23,60.7,61.2
2005-08-24,59.85,60.34
2005-08-25,59.7,60.19
2005-08-26,59.27,59.75
2005-08-29,59.53,60.02
2005-08-30,59.28,59.76
2005-08-31,59.2,59.83
2005-09-01,59.35,59.99
2005-09-02,59.33,59.97
2005-09-06,60.1,60.74
2005-09-07,60.16,60.8
2005-09-08,59.76,60.4
2005-09-09,61.23,61.89
2005-09-12,61.01,61.66
2005-09-13,61,61.65
2005-09-14,60.77,61.42
2005-09-15,60.95,61.6
2005-09-16,61.3,61.96
2005-09-19,60.35,61
2005-09-20,60.51,61.16
2005-09-21,59.4,60.04
2005-09-22,59.3688,60
2005-09-23,60.06,60.7
2005-09-26,60.69,61.34
2005-09-27,60.76,61.41
2005-09-28,60.95,61.6
2005-09-29,62.26,62.93
2005-09-30,61.96,62.62
2005-10-03,61.54,62.2
2005-10-04,61.16,61.81
2005-10-05,61.11,61.76
2005-10-06,61.65,62.31
2005-10-07,61.87,62.53
2005-10-10,61.85,62.51
2005-10-11,61.71,62.37
2005-10-12,61.52,62.18
2005-10-13,62.27,62.94
2005-10-14,62.44,63.11
2005-10-17,63.1,63.78
2005-10-18,62.81,63.48
2005-10-19,63.48,64.16
2005-10-20,62.8,63.47
2005-10-21,62.92,63.59
2005-10-24,63.72,64.4
2005-10-25,63.75,64.43
2005-10-26,63.5,64.18
2005-10-27,63.13,63.81
2005-10-28,64.3,64.99
2005-10-31,64.8,65.49
2005-11-01,65.08,65.78
2005-11-02,66.22,66.93
2005-11-03,65.92,66.63
2005-11-04,65.99,66.7
2005-11-07,66.34,67.05
2005-11-08,65.85,66.56
2005-11-09,66.37,67.08
2005-11-10,67.19,67.91
2005-11-11,67.24,67.96
2005-11-14,67.5,68.22
2005-11-15,66.68,67.39
2005-11-16,66.33,67.04
2005-11-17,67.07,67.79
2005-11-18,67.17,67.89
2005-11-21,67.63,68.35
2005-11-22,68.36,69.09
2005-11-23,69.07,69.81
2005-11-25,68.87,69.61
2005-11-28,68.23,68.96
2005-11-29,68.06,68.79
2005-11-30,67.14,68.01
2005-12-01,67.81,68.69
2005-12-02,67.29,68.16
2005-12-05,66.34,67.2
2005-12-06,66.47,67.33
2005-12-07,65.91,66.76
2005-12-08,65.86,66.71
2005-12-09,66.02,66.88
2005-12-12,65.78,66.63
2005-12-13,65.93,66.78
2005-12-14,65.99,66.85
2005-12-15,65.3,66.15
2005-12-16,65.15,65.99
2005-12-19,65.82,66.67
2005-12-20,65.42,66.27
2005-12-21,66.44,67.3
2005-12-22,67.9,68.78
2005-12-23,68.1,68.98
2005-12-27,67.95,68.83
2005-12-28,68.41,69.3
2005-12-29,69.1,70
2005-12-30,68.23,69.11
2006-01-03,69.62,70.52
2006-01-04,69.72,70.62
2006-01-05,69.81,70.71
2006-01-06,70.11,71.02
2006-01-09,69.78,70.68
2006-01-10,70.4,71.31
2006-01-11,70.83,71.75
2006-01-12,70.26,71.17
2006-01-13,70.05,70.96
2006-01-17,69.04,69.93
2006-01-18,68.61,69.5
2006-01-19,68.1,68.98
2006-01-20,66.71,67.57
2006-01-23,66.61,67.47
2006-01-24,66.54,67.4
2006-01-25,65.81,66.66
2006-01-26,66.44,67.3
2006-01-27,66.65,67.51
2006-01-30,66.07,66.93
2006-01-31,65.46,66.31
2006-02-01,66.27,67.13
2006-02-02,65.47,66.32
2006-02-03,65.35,66.2
2006-02-06,66.01,66.87
2006-02-07,65.8,66.65
2006-02-08,66.38,67.24
2006-02-09,67.12,67.99
2006-02-10,67.9,68.78
2006-02-13,67.94,68.82
2006-02-14,68.39,69.28
2006-02-15,68.29,69.18
2006-02-16,68.18,69.06
2006-02-17,67.42,68.29
2006-02-21,67.26,68.13
2006-02-22,67.91,68.79
2006-02-23,67.2,68.07
2006-02-24,66.97,67.84
2006-02-27,67.11,67.98
2006-02-28,66.36,67.22
2006-03-01,66.22,67.23
2006-03-02,65.8,66.8
2006-03-03,65.48,66.48
2006-03-06,66.01,67.02
2006-03-07,66.49,67.5
2006-03-08,66.96,67.98
2006-03-09,66.59,67.61
2006-03-10,67.65,68.68
2006-03-13,68.07,69.11
2006-03-14,68.61,69.66
2006-03-15,68.66,69.71
2006-03-16,69.24,70.3
2006-03-17,68.82,69.87
2006-03-20,68.41,69.45
2006-03-21,67.33,68.36
2006-03-22,67.89,68.93
2006-03-23,67.16,68.18
2006-03-24,67.43,68.46
2006-03-27,67.15,68.17
2006-03-28,66.03,67.04
2006-03-29,66.18,67.19
2006-03-30,66.07,67.08
2006-03-31,66.09,67.1
2006-04-03,65.67,66.67
2006-04-04,66.07,67.08
2006-04-05,65.95,66.96
2006-04-06,65.44,66.44
2006-04-07,64.38,65.36
2006-04-10,64.19,65.17
2006-04-11,63.39,64.36
2006-04-12,63.39,64.36
2006-04-13,63.4,64.37
2006-04-17,62.92,63.88
2006-04-18,63.48,64.45
2006-04-19,63.66,64.63
2006-04-20,63.7,64.67
2006-04-21,63.81,64.78
2006-04-24,64.28,65.26
2006-04-25,63.64,64.61
2006-04-26,64.04,65.02
2006-04-27,64.94,65.93
2006-04-28,65.25,66.25
2006-05-01,64.69,65.68
2006-05-02,65.32,66.32
2006-05-03,65.01,66
2006-05-04,64.98,65.97
2006-05-05,65.14,66.13
2006-05-08,65.34,66.34
2006-05-09,66.21,67.22
2006-05-10,66.54,67.56
2006-05-11,63.15,64.11
2006-05-12,63.18,64.14
2006-05-15,63.88,64.85
2006-05-16,64.05,65.03
2006-05-17,62.5,63.45
2006-05-18,61.55,62.49
2006-05-19,61.16,62.09
2006-05-22,61.25,62.18
2006-05-23,60.98,61.91
2006-05-24,60.4,61.32
2006-05-25,60.91,61.84
2006-05-26,61.47,62.41
2006-05-30,60.6,61.52
2006-05-31,60.8,61.88
2006-06-01,61.17,62.26
2006-06-02,61.11,62.2
2006-06-05,60.39,61.46
2006-06-06,60.29,61.36
2006-06-07,60.23,61.3
2006-06-08,60.47,61.54
2006-06-09,60.21,61.28
2006-06-12,59.5,60.56
2006-06-13,59.14,60.19
2006-06-14,59.27,60.32
2006-06-15,60.03,61.1
2006-06-16,59.87,60.93
2006-06-19,59.47,60.53
2006-06-20,59.85,60.91
2006-06-21,59.82,60.88
2006-06-22,59.37,60.42
2006-06-23,59.26,60.31
2006-06-26,59.2,60.25
2006-06-27,58.73,59.77
2006-06-28,58.67,59.71
2006-06-29,59.27,60.32
2006-06-30,59.05,60.1
2006-07-03,59.57,60.63
2006-07-05,59.34,60.39
2006-07-06,59.46,60.52
2006-07-07,58.97,60.02
2006-07-10,59.7,60.76
2006-07-11,59.46,60.52
2006-07-12,58.96,60.01
2006-07-13,58.36,59.4
2006-07-14,57.76,58.79
2006-07-17,58.02,59.05
2006-07-18,58.38,59.42
2006-07-19,59.34,60.39
2006-07-20,59.51,60.57
2006-07-21,59.16,60.21
2006-07-24,59.84,60.9
2006-07-25,59.94,61.01
2006-07-26,60.23,61.3
2006-07-27,60.4,61.47
2006-07-28,60.9,61.98
2006-07-31,60.67,61.75
2006-08-01,60.35,61.42
2006-08-02,60.28,61.35
2006-08-03,59.97,61.04
2006-08-04,60.07,61.14
2006-08-07,59.81,60.87
2006-08-08,59.68,60.74
2006-08-09,58.49,59.53
2006-08-10,60.32,61.39
2006-08-11,61.57,62.66
2006-08-14,61.7,62.8
2006-08-15,62.59,63.7
2006-08-16,63.01,64.13
2006-08-17,63.58,64.71
2006-08-18,63.9,65.04
2006-08-21,63.75,64.88
2006-08-22,63.11,64.23
2006-08-23,63.2,64.32
2006-08-24,63,64.12
2006-08-25,63.15,64.27
2006-08-28,63.52,64.65
2006-08-29,63.6,64.73
2006-08-30,63.55,64.85
2006-08-31,63.82,65.12
2006-09-01,64.13,65.44
2006-09-05,64.23,65.54
2006-09-06,64,65.31
2006-09-07,63.9,65.2
2006-09-08,64.24,65.55
2006-09-11,64.72,66.04
2006-09-12,65,66.33
2006-09-13,65.25,66.58
2006-09-14,65.33,66.66
2006-09-15,65.72,67.06
2006-09-18,65.55,66.89
2006-09-19,65.59,66.93
2006-09-20,65.58,66.92
2006-09-21,65.39,66.72
2006-09-22,65.05,66.38
2006-09-25,66,67.35
2006-09-26,66.48,67.84
2006-09-27,66.29,67.64
2006-09-28,66.24,67.59
2006-09-29,66.26,67.61
2006-10-02,66.3,67.65
2006-10-03,66.69,68.05
2006-10-04,67.15,68.52
2006-10-05,67.24,68.61
2006-10-06,67.02,68.39
2006-10-09,66.81,68.17
2006-10-10,66.85,68.21
2006-10-11,67.03,68.4
2006-10-12,67.35,68.72
2006-10-13,67.27,68.64
2006-10-16,67.38,68.76
2006-10-17,67.21,68.58
2006-10-18,67.02,68.39
2006-10-19,66.61,67.97
2006-10-20,66.48,67.84
2006-10-23,66.84,68.2
2006-10-24,66.7,68.06
2006-10-25,66.83,68.19
2006-10-26,67.78,69.16
2006-10-27,67.39,68.77
2006-10-30,67.39,68.77
2006-10-31,67.17,68.54
2006-11-01,66.77,68.13
2006-11-02,66.68,68.04
2006-11-03,66.82,68.18
2006-11-06,67.5,68.88
2006-11-07,67.87,69.26
2006-11-08,68.38,69.78
2006-11-09,68.04,69.43
2006-11-10,69.63,71.05
2006-11-13,70.65,72.09
2006-11-14,71.24,72.69
2006-11-15,71.99,73.46
2006-11-16,72.36,73.84
2006-11-17,72.05,73.52
2006-11-20,71.92,73.39
2006-11-21,71.84,73.31
2006-11-22,71.57,73.03
2006-11-24,71.2,72.65
2006-11-27,70.25,71.68
2006-11-28,69.85,71.28
2006-11-29,70.13,71.73
2006-11-30,70.32,71.92
2006-12-01,69.77,71.36
2006-12-04,70.1,71.7
2006-12-05,70.3,71.9
2006-12-06,70.26,71.86
2006-12-07,70.27,71.87
2006-12-08,70.35,71.95
2006-12-11,71,72.62
2006-12-12,71.1,72.72
2006-12-13,71.15,72.77
2006-12-14,72.03,73.67
2006-12-15,72.13,73.78
2006-12-18,72.81,74.47
2006-12-19,72.23,73.88
2006-12-20,71.95,73.59
2006-12-21,71.95,73.59
2006-12-22,71.67,73.3
2006-12-26,72.01,73.65
2006-12-27,72.29,73.94
2006-12-28,71.88,73.52
2006-12-29,71.66,73.29
2007-01-03,72.15,73.8
2007-01-04,71.51,73.14
2007-01-05,71.18,72.8
2007-01-08,71.53,73.16
2007-01-09,71.29,72.92
2007-01-10,71.38,73.01
2007-01-11,71.29,72.92
2007-01-12,71.07,72.69
2007-01-16,71.17,72.79
2007-01-17,71.41,73.04
2007-01-18,70.94,72.56
2007-01-19,71.37,73
2007-01-22,70.46,72.07
2007-01-23,69.8,71.39
2007-01-24,69.88,71.47
2007-01-25,68.89,70.46
2007-01-26,68.59,70.15
2007-01-29,68.35,69.91
2007-01-30,68.2,69.76
2007-01-31,68.45,70.01
2007-02-01,68.91,70.48
2007-02-02,69.07,70.65
2007-02-05,69.3,70.88
2007-02-06,69.5,71.08
2007-02-07,69.64,71.23
2007-02-08,69.59,71.18
2007-02-09,68.94,70.51
2007-02-12,68.57,70.13
2007-02-13,69.12,70.7
2007-02-14,69.26,70.84
2007-02-15,69.12,70.7
2007-02-16,69.56,71.15
2007-02-20,69.91,71.5
2007-02-21,69.69,71.28
2007-02-22,69.34,70.92
2007-02-23,68.79,70.36
2007-02-26,68.68,70.25
2007-02-27,66.77,68.29
2007-02-28,67.11,68.81
2007-03-01,67.41,69.12
2007-03-02,69.54,71.3
2007-03-05,69.28,71.03
2007-03-06,69.74,71.51
2007-03-07,69.3,71.05
2007-03-08,69.36,71.12
2007-03-09,69.07,70.82
2007-03-12,68.78,70.52
2007-03-13,67.36,69.07
2007-03-14,67,68.7
2007-03-15,67.05,68.75
2007-03-16,66.87,68.56
2007-03-19,67.86,69.58
2007-03-20,68.38,70.11
2007-03-21,68.69,70.43
2007-03-22,68.21,69.94
2007-03-23,68.12,69.84
2007-03-26,67.95,69.67
2007-03-27,67.59,69.3
2007-03-28,67.15,68.85
2007-03-29,67.2,68.9
2007-03-30,67.22,68.92
2007-04-02,67.15,68.85
2007-04-03,67.64,69.35
2007-04-04,67.32,69.02
2007-04-05,67.23,68.93
2007-04-09,67.23,68.93
2007-04-10,66.9,68.59
2007-04-11,66.49,68.17
2007-04-12,66.64,68.33
2007-04-13,66.91,68.6
2007-04-16,67.61,69.32
2007-04-17,68.15,69.88
2007-04-18,68.45,70.18
2007-04-19,68.96,70.71
2007-04-20,69.53,71.29
2007-04-23,69.55,71.31
2007-04-24,69.42,71.18
2007-04-25,69.98,71.75
2007-04-26,69.79,71.56
2007-04-27,70.14,71.92
2007-04-30,69.91,71.68
2007-05-01,70.03,71.8
2007-05-02,70.42,72.2
2007-05-03,70.65,72.44
2007-05-04,70.85,72.64
2007-05-07,71.6,73.41
2007-05-08,71.75,73.57
2007-05-09,72,73.82
2007-05-10,72.2,74.03
2007-05-11,72.58,74.42
2007-05-14,72.47,74.31
2007-05-15,72.07,73.89
2007-05-16,72.46,74.29
2007-05-17,72.2,74.03
2007-05-18,72.22,74.05
2007-05-21,71.99,73.81
2007-05-22,71.94,73.76
2007-05-23,71.91,73.73
2007-05-24,71.54,73.35
2007-05-25,71.95,73.77
2007-05-29,71.89,73.71
2007-05-30,72.09,74.08
2007-05-31,72.34,74.34
2007-06-01,72.65,74.66
2007-06-04,72.55,74.56
2007-06-05,72.32,74.32
2007-06-06,72.17,74.17
2007-06-07,71.38,73.35
2007-06-08,71.53,73.51
2007-06-11,71.65,73.63
2007-06-12,71.54,73.52
2007-06-13,72.51,74.52
2007-06-14,72.34,74.34
2007-06-15,72.54,74.55
2007-06-18,72.5,74.51
2007-06-19,72.61,74.62
2007-06-20,72.02,74.01
2007-06-21,72.05,74.04
2007-06-22,71.25,73.22
2007-06-25,71.11,73.08
2007-06-26,70.94,72.9
2007-06-27,70.6,72.55
2007-06-28,70.45,72.4
2007-06-29,70.03,71.97
2007-07-02,70.2,72.14
2007-07-03,70.44,72.39
2007-07-05,70.27,72.21
2007-07-06,70.08,72.02
2007-07-09,70.23,72.17
2007-07-10,68.93,70.84
2007-07-11,68.64,70.54
2007-07-12,69.31,71.23
2007-07-13,69.55,71.47
2007-07-16,69.79,71.72
2007-07-17,69.66,71.59
2007-07-18,69.5,71.42
2007-07-19,69.66,71.59
2007-07-20,69.04,70.95
2007-07-23,68.85,70.75
2007-07-24,67.71,69.58
2007-07-25,68.16,70.05
2007-07-26,66.62,68.46
2007-07-27,65.36,67.17
2007-07-30,65.21,67.01
2007-07-31,64.18,65.96
2007-08-01,64.57,66.36
2007-08-02,63.81,65.58
2007-08-03,61.64,63.35
2007-08-06,64.56,66.35
2007-08-07,65.55,67.36
2007-08-08,66.48,68.32
2007-08-09,64.3,66.08
2007-08-10,64.67,66.46
2007-08-13,64.78,66.57
2007-08-14,63.43,65.19
2007-08-15,63.22,64.97
2007-08-16,63.95,65.72
2007-08-17,65.96,67.79
2007-08-20,65.75,67.57
2007-08-21,65.81,67.63
2007-08-22,66.69,68.54
2007-08-23,67.08,68.94
2007-08-24,67.6,69.47
2007-08-27,67.05,68.91
2007-08-28,65.23,67.03
2007-08-29,66.13,67.96
2007-08-30,65.6,67.42
2007-08-31,66,67.83
2007-09-04,66.56,68.4
2007-09-05,65.5,67.52
2007-09-06,64.74,66.73
2007-09-07,63.55,65.51
2007-09-10,64.15,66.13
2007-09-11,64.91,66.91
2007-09-12,64.69,66.68
2007-09-13,65.1,67.11
2007-09-14,64.96,66.96
2007-09-17,64.97,66.97
2007-09-18,66.85,68.91
2007-09-19,67.56,69.64
2007-09-20,67.14,69.21
